x,y,V,Exact,Error,Boundary
0.78,0.38,-0.283745,-0.283956,0.000210421,0
0.82,0.37,-0.211415,-0.211586,0.000170809,0
0.84,0.37,-0.171226,-0.171382,0.000155792,0
0.82,0.38,-0.202185,-0.202361,0.000176058,0
0.86,0.37,-0.131677,-0.131819,0.000141962,0
0.88,0.37,-0.0927539,-0.0928831,0.000129221,0
0.86,0.38,-0.123151,-0.123298,0.000146839,0
0.9,0.37,-0.0544443,-0.0545618,0.00011748,0
0.92,0.37,-0.0167344,-0.016841,0.000106658,0
0.9,0.38,-0.0465504,-0.0466724,0.000121974,0
0.94,0.37,0.0203894,0.0202927,9.668e-05,0
0.96,0.37,0.0569403,0.0568528,8.74779e-05,0
0.94,0.38,0.027716,0.0276152,0.000100797,0
0.98,0.37,0.0929316,0.0928526,7.89895e-05,0
1,0.37,0.128376,0.128305,7.11578e-05,0
0.98,0.38,0.0997471,0.0996643,8.27448e-05,0
1.02,0.37,0.163288,0.163224,6.39307e-05,0
1.04,0.37,0.197678,0.197621,5.72603e-05,0
1.02,0.38,0.169641,0.169574,6.73451e-05,0
1.06,0.37,0.23156,0.231508,5.11031e-05,0
1.08,0.37,0.264945,0.2649,4.54189e-05,0
1.06,0.38,0.237495,0.237441,5.42007e-05,0
1.1,0.37,0.297846,0.297806,4.01711e-05,0
1.12,0.37,0.330274,0.330239,3.5326e-05,0
1.1,0.38,0.303402,0.303359,4.29769e-05,0
1.14,0.37,0.36224,0.36221,3.08527e-05,0
1.16,0.37,0.393757,0.39373,2.67229e-05,0
1.14,0.38,0.36745,0.367417,3.33916e-05,0
1.18,0.37,0.424833,0.42481,2.29104e-05,0
1.2,0.37,0.45548,0.455461,1.93912e-05,0
1.18,0.38,0.429728,0.429702,2.52064e-05,0
1.22,0.37,0.485709,0.485692,1.61434e-05,0
1.24,0.37,0.515528,0.515515,1.31466e-05,0
1.22,0.38,0.490315,0.490296,1.82193e-05,0
1.26,0.37,0.544948,0.544937,1.0382e-05,0
1.28,0.37,0.573977,0.573969,7.83233e-06,0
1.26,0.38,0.549289,0.549277,1.2259e-05,0
1.3,0.37,0.602626,0.602621,5.48169e-06,0
1.32,0.37,0.630903,0.630899,3.31535e-06,0
1.3,0.38,0.606725,0.606717,7.17926e-06,0
1.34,0.37,0.658816,0.658815,1.31967e-06,0
1.36,0.37,0.686374,0.686374,-5.17932e-07,0
1.34,0.38,0.662691,0.662688,2.85561e-06,0
1.38,0.37,0.713585,0.713587,-2.2091e-06,0
1.4,0.37,0.740456,0.74046,-3.76464e-06,0
1.38,0.38,0.717253,0.717254,-8.18626e-07,0
1.42,0.37,0.766996,0.767002,-5.19454e-06,0
1.44,0.37,0.793212,0.793219,-6.50807e-06,0
1.42,0.38,0.770475,0.770479,-3.93492e-06,0
1.46,0.37,0.819111,0.819119,-7.71384e-06,0
1.48,0.37,0.8447,0.844709,-8.81984e-06,0
1.46,0.38,0.822413,0.82242,-6.57195e-06,0
1.5,0.37,0.869986,0.869995,-9.83349e-06,0
1.52,0.37,0.894975,0.894985,-1.07617e-05,0
1.5,0.38,0.873124,0.873133,-8.79756e-06,0
1.54,0.37,0.919673,0.919685,-1.16109e-05,0
1.56,0.37,0.944088,0.9441,-1.2387e-05,0
1.54,0.38,0.92266,0.92267,-1.06704e-05,0
1.58,0.37,0.968225,0.968238,-1.30956e-05,0
1.6,0.37,0.992089,0.992103,-1.37419e-05,0
1.58,0.38,0.97107,0.971082,-1.22411e-05,0
1.62,0.37,1.01569,1.0157,-1.43307e-05,0
1.64,0.37,1.03902,1.03904,-1.48666e-05,0
1.62,0.38,1.0184,1.01841,-1.3554e-05,0
1.66,0.37,1.06211,1.06212,-1.53537e-05,0
1.68,0.37,1.08494,1.08495,-1.5796e-05,0
1.66,0.38,1.0647,1.06471,-1.46473e-05,0
1.7,0.37,1.10752,1.10754,-1.61972e-05,0
1.72,0.37,1.12987,1.12988,-1.65608e-05,0
1.7,0.38,1.11,1.11001,-1.55547e-05,0
1.74,0.37,1.15198,1.152,-1.68899e-05,0
1.76,0.37,1.17386,1.17387,-1.71876e-05,0
1.74,0.38,1.15435,1.15436,-1.63056e-05,0
1.78,0.37,1.19551,1.19553,-1.74568e-05,0
1.8,0.37,1.21694,1.21696,-1.77001e-05,0
1.78,0.38,1.19778,1.19779,-1.69257e-05,0
1.82,0.37,1.23815,1.23817,-1.792e-05,0
1.84,0.37,1.25915,1.25917,-1.8119e-05,0
1.82,0.38,1.24033,1.24034,-1.74379e-05,0
1.86,0.37,1.27994,1.27996,-1.82993e-05,0
1.88,0.37,1.30053,1.30055,-1.84629e-05,0
1.86,0.38,1.28203,1.28204,-1.78626e-05,0
1.9,0.37,1.32091,1.32093,-1.86121e-05,0
1.92,0.37,1.3411,1.34111,-1.87486e-05,0
1.9,0.38,1.32291,1.32293,-1.82179e-05,0
1.94,0.37,1.36109,1.3611,-1.88744e-05,0
1.96,0.37,1.38089,1.3809,-1.89912e-05,0
1.94,0.38,1.36301,1.36303,-1.85203e-05,0
1.98,0.37,1.4005,1.40052,-1.91007e-05,0
2,0.37,5.65513,1.41995,4.23518,1
1.98,0.38,1.40235,1.40236,-1.87852e-05,0
0.02,0.39,-1.87968,-1.88059,0.000911927,0
0,0.39,-7.56419,-1.88322,-5.68097,1
0.04,0.39,-1.87169,-1.87275,0.00106186,0
0.02,0.4,-1.82922,-1.83008,0.000863739,0
0.06,0.39,-1.85862,-1.85982,0.00119942,0
0.08,0.39,-1.84068,-1.842,0.00132061,0
0.06,0.4,-1.8092,-1.81033,0.00113258,0
0.1,0.39,-1.81812,-1.81954,0.00142224,0
0.12,0.39,-1.79126,-1.79276,0.00150215,0
0.1,0.4,-1.77061,-1.77196,0.00134369,0
0.14,0.39,-1.76045,-1.76201,0.00155931,0
0.16,0.39,-1.72606,-1.72766,0.00159383,0
0.14,0.4,-1.71555,-1.71702,0.00147764,0
0.18,0.39,-1.6885,-1.69011,0.00160682,0
0.2,0.39,-1.64814,-1.64974,0.00160015,0
0.18,0.4,-1.64665,-1.64818,0.00152992,0
0.22,0.39,-1.60536,-1.60694,0.00157624,0
0.24,0.39,-1.56054,-1.56208,0.0015378,0
0.22,0.4,-1.56679,-1.5683,0.00150955,0
0.26,0.39,-1.514,-1.51549,0.00148764,0
0.28,0.39,-1.46608,-1.4675,0.00142848,0
0.26,0.4,-1.47873,-1.48017,0.00143379,0
0.3,0.39,-1.41704,-1.4184,0.00136283,0
0.32,0.39,-1.36716,-1.36845,0.00129292,0
0.3,0.4,-1.38497,-1.38629,0.00132202,0
0.34,0.39,-1.31667,-1.31789,0.00122066,0
0.36,0.39,-1.26576,-1.26691,0.00114764,0
0.34,0.4,-1.28761,-1.2888,0.00119161,0
0.38,0.39,-1.21463,-1.21571,0.00107514,0
0.4,0.39,-1.16343,-1.16443,0.00100414,0
0.38,0.4,-1.18836,-1.18941,0.00105585,0
0.42,0.39,-1.11228,-1.11322,0.0009354,0
0.44,0.39,-1.06131,-1.06218,0.000869441,0
0.42,0.4,-1.08853,-1.08945,0.000923748,0
0.46,0.39,-1.01062,-1.01143,0.000806624,0
0.48,0.39,-0.960279,-0.961027,0.000747164,0
0.46,0.4,-0.989137,-0.989937,0.000800673,0
0.5,0.39,-0.910363,-0.911054,0.000691163,0
0.52,0.39,-0.860927,-0.861566,0.000638637,0
0.5,0.4,-0.890909,-0.891598,0.000689294,0
0.54,0.39,-0.812017,-0.812607,0.000589537,0
0.56,0.39,-0.76367,-0.764214,0.000543766,0
0.54,0.4,-0.794368,-0.794958,0.000590477,0
0.58,0.39,-0.715915,-0.716416,0.000501195,0
0.6,0.39,-0.668774,-0.669235,0.000461671,0
0.58,0.4,-0.699869,-0.700373,0.000503979,0
0.62,0.39,-0.622264,-0.622689,0.00042503,0
0.64,0.39,-0.576396,-0.576787,0.000391101,0
0.62,0.4,-0.607642,-0.608071,0.000428954,0
0.66,0.39,-0.531179,-0.531539,0.000359712,0
0.68,0.39,-0.486616,-0.486946,0.000330692,0
0.66,0.4,-0.517822,-0.518186,0.000364272,0
0.7,0.39,-0.442707,-0.443011,0.000303876,0
0.72,0.39,-0.399452,-0.399732,0.000279106,0
0.7,0.4,-0.430474,-0.430783,0.000308722,0
0.74,0.39,-0.356847,-0.357104,0.000256231,0
0.76,0.39,-0.314887,-0.315122,0.000235109,0
0.74,0.4,-0.345615,-0.345876,0.000261125,0
0.78,0.39,-0.273564,-0.273779,0.000215607,0
0.8,0.39,-0.23287,-0.233068,0.0001976,0
0.78,0.4,-0.263224,-0.263445,0.000220394,0
0.82,0.39,-0.192797,-0.192978,0.000180973,0
0.84,0.39,-0.153335,-0.153501,0.000165619,0
0.82,0.4,-0.183257,-0.183442,0.000185556,0
0.86,0.39,-0.114474,-0.114626,0.000151438,0
0.88,0.39,-0.0762029,-0.0763412,0.000138339,0
0.86,0.4,-0.105649,-0.105805,0.000155758,0
0.9,0.39,-0.0385106,-0.0386369,0.000126237,0
0.92,0.39,-0.00138607,-0.00150113,0.000115055,0
0.9,0.4,-0.0303289,-0.0304592,0.000130267,0
0.94,0.39,0.0351822,0.0350775,0.000104721,0
0.96,0.39,0.0712058,0.0711106,9.51688e-05,0
0.94,0.4,0.0427847,0.0426763,0.000108449,0
0.98,0.39,0.106696,0.10661,8.63383e-05,0
1,0.39,0.141665,0.141586,7.81738e-05,0
0.98,0.4,0.113776,0.113686,8.97676e-05,0
1.02,0.39,0.176123,0.176052,7.0624e-05,0
1.04,0.39,0.210081,0.210018,6.36419e-05,0
1.02,0.4,0.182729,0.182655,7.37648e-05,0
1.06,0.39,0.243552,0.243495,5.71844e-05,0
1.08,0.39,0.276546,0.276495,5.12116e-05,0
1.06,0.4,0.249729,0.249669,6.00518e-05,0
1.1,0.39,0.309073,0.309028,4.56868e-05,0
1.12,0.39,0.341145,0.341104,4.05766e-05,0
1.1,0.4,0.314859,0.314811,4.82988e-05,0
1.14,0.39,0.372771,0.372735,3.58498e-05,0
1.16,0.39,0.403962,0.403931,3.14778e-05,0
1.14,0.4,0.378201,0.378162,3.82252e-05,0
1.18,0.39,0.434728,0.4347,2.74344e-05,0
1.2,0.39,0.465078,0.465054,2.36952e-05,0
1.18,0.4,0.439832,0.439802,2.95924e-05,0
1.22,0.39,0.495021,0.495001,2.02379e-05,0
1.24,0.39,0.524568,0.524551,1.70417e-05,0
1.22,0.4,0.499827,0.499805,2.21972e-05,0
1.26,0.39,0.553727,0.553713,1.40875e-05,0
1.28,0.39,0.582506,0.582495,1.13577e-05,0
1.26,0.4,0.558259,0.558243,1.58659e-05,0
1.3,0.39,0.610915,0.610906,8.83588e-06,0
1.32,0.39,0.638961,0.638955,6.50699e-06,0
1.3,0.4,0.615196,0.615186,1.04501e-05,0
1.34,0.39,0.666654,0.666649,4.35698e-06,0
1.36,0.39,0.693999,0.693997,2.3729e-06,0
1.34,0.4,0.670703,0.670697,5.82246e-06,0
1.38,0.39,0.721006,0.721006,5.42699e-07,0
1.4,0.39,0.747682,0.747683,-1.14476e-06,0
1.38,0.4,0.724842,0.72484,1.87369e-06,0
1.42,0.39,0.774033,0.774036,-2.69985e-06,0
1.44,0.39,0.800067,0.800071,-4.13218e-06,0
1.42,0.4,0.777671,0.777672,-1.49039e-06,0
1.46,0.39,0.825791,0.825797,-5.45068e-06,0
1.48,0.39,0.851212,0.851219,-6.66367e-06,0
1.46,0.4,0.829246,0.82925,-4.35097e-06,0
1.5,0.39,0.876336,0.876343,-7.77888e-06,0
1.52,0.39,0.901168,0.901177,-8.80349e-06,0
1.5,0.4,0.87962,0.879627,-6.77829e-06,0
1.54,0.39,0.925716,0.925726,-9.74422e-06,0
1.56,0.39,0.949986,0.949996,-1.06073e-05,0
1.54,0.4,0.928843,0.928852,-8.8332e-06,0
1.58,0.39,0.973982,0.973993,-1.13986e-05,0
1.6,0.39,0.997711,0.997723,-1.21234e-05,0
1.58,0.4,0.976961,0.976972,-1.05686e-05,0
1.62,0.39,1.02118,1.02119,-1.2787e-05,0
1.64,0.39,1.04439,1.0444,-1.3394e-05,0
1.62,0.4,1.02402,1.02403,-1.20304e-05,0
1.66,0.39,1.06735,1.06736,-1.39489e-05,0
1.68,0.39,1.09006,1.09008,-1.44557e-05,0
1.66,0.4,1.07006,1.07008,-1.32588e-05,0
1.7,0.39,1.11253,1.11255,-1.49185e-05,0
1.72,0.39,1.13477,1.13478,-1.53408e-05,0
1.7,0.4,1.11513,1.11514,-1.42891e-05,0
1.74,0.39,1.15677,1.15679,-1.57261e-05,0
1.76,0.39,1.17855,1.17856,-1.60776e-05,0
1.74,0.4,1.15925,1.15927,-1.5152e-05,0
1.78,0.39,1.2001,1.20012,-1.63982e-05,0
1.8,0.39,1.22143,1.22145,-1.6691e-05,0
1.78,0.4,1.20248,1.20249,-1.58749e-05,0
1.82,0.39,1.24255,1.24257,-1.69584e-05,0
1.84,0.39,1.26346,1.26348,-1.72031e-05,0
1.82,0.4,1.24483,1.24485,-1.64818e-05,0
1.86,0.39,1.28416,1.28418,-1.74275e-05,0
1.88,0.39,1.30466,1.30468,-1.76339e-05,0
1.86,0.4,1.28635,1.28636,-1.69944e-05,0
1.9,0.39,1.32496,1.32498,-1.78245e-05,0
1.92,0.39,1.34506,1.34508,-1.80013e-05,0
1.9,0.4,1.32706,1.32708,-1.74321e-05,0
1.94,0.39,1.36498,1.36499,-1.81663e-05,0
1.96,0.39,1.3847,1.38472,-1.83216e-05,0
1.94,0.4,1.36699,1.36701,-1.78125e-05,0
1.98,0.39,1.40424,1.40426,-1.84689e-05,0
2,0.39,5.66995,1.42361,4.24634,1
1.98,0.4,1.40618,1.4062,-1.8152e-05,0
0.02,0.41,-1.78,-1.78082,0.000819218,0
0,0.41,-7.16272,-1.7832,-5.37952,1
0.04,0.41,-1.77277,-1.77372,0.000950008,0
0.02,0.42,-1.73196,-1.73274,0.000778005,0
0.06,0.41,-1.76094,-1.76201,0.00107094,0
0.08,0.41,-1.74465,-1.74583,0.00117882,0
0.06,0.42,-1.71378,-1.7148,0.00101399,0
0.1,0.41,-1.72414,-1.72541,0.00127099,0
0.12,0.41,-1.69966,-1.70101,0.00134556,0
0.1,0.42,-1.67866,-1.67986,0.00120359,0
0.14,0.41,-1.67151,-1.67291,0.00140148,0
0.16,0.41,-1.64001,-1.64144,0.00143857,0
0.14,0.42,-1.62831,-1.62964,0.00133039,0
0.18,0.41,-1.60548,-1.60694,0.00145742,0
0.2,0.41,-1.56828,-1.56974,0.00145927,0
0.18,0.42,-1.56499,-1.56638,0.00138907,0
0.22,0.41,-1.52872,-1.53016,0.00144585,0
0.24,0.41,-1.48713,-1.48855,0.00141921,0
0.22,0.42,-1.49116,-1.49254,0.00138505,0
0.26,0.41,-1.44381,-1.4452,0.00138152,0
0.28,0.41,-1.39906,-1.40039,0.00133498,0
0.26,0.42,-1.40926,-1.41059,0.0013309,0
0.3,0.41,-1.35313,-1.35441,0.00128168,0
0.32,0.41,-1.30626,-1.30748,0.00122354,0
0.3,0.42,-1.32151,-1.32276,0.00124194,0
0.34,0.41,-1.25868,-1.25984,0.00116224,0
0.36,0.41,-1.21057,-1.21167,0.00109925,0
0.34,0.42,-1.22987,-1.231,0.00113273,0
0.38,0.41,-1.16212,-1.16315,0.00103578,0
0.4,0.41,-1.11346,-1.11444,0.000972796,0
0.38,0.42,-1.13592,-1.13694,0.00101507,0
0.42,0.41,-1.06475,-1.06566,0.000911081,0
0.44,0.41,-1.01609,-1.01694,0.000851219,0
0.42,0.42,-1.04096,-1.04185,0.000897531,0
0.46,0.41,-0.96758,-0.968374,0.000793636,0
0.48,0.41,-0.919309,-0.920048,0.000738624,0
0.46,0.42,-0.945964,-0.94675,0.000785618,0
0.5,0.41,-0.871348,-0.872035,0.000686368,0
0.52,0.41,-0.823759,-0.824395,0.000636964,0
0.5,0.42,-0.851695,-0.852377,0.000682464,0
0.54,0.41,-0.776591,-0.777181,0.00059044,0
0.56,0.41,-0.729887,-0.730434,0.000546772,0
0.54,0.42,-0.758697,-0.759287,0.000589488,0
0.58,0.41,-0.683682,-0.684187,0.000505894,0
0.6,0.41,-0.638002,-0.63847,0.000467714,0
0.58,0.42,-0.667362,-0.667869,0.000506981,0
0.62,0.41,-0.59287,-0.593302,0.00043212,0
0.64,0.41,-0.548302,-0.548701,0.000398986,0
0.62,0.42,-0.577956,-0.578391,0.000434557,0
0.66,0.41,-0.50431,-0.504678,0.000368181,0
0.68,0.41,-0.460903,-0.461242,0.000339568,0
0.66,0.42,-0.490652,-0.491023,0.000371458,0
0.7,0.41,-0.418085,-0.418398,0.000313014,0
0.72,0.41,-0.375861,-0.376149,0.000288384,0
0.7,0.42,-0.405548,-0.405865,0.000316764,0
0.74,0.41,-0.334229,-0.334494,0.000265551,0
0.76,0.41,-0.293188,-0.293432,0.000244391,0
0.74,0.42,-0.322694,-0.322964,0.000269516,0
0.78,0.41,-0.252734,-0.252959,0.000224787,0
0.8,0.41,-0.212863,-0.213069,0.000206626,0
0.78,0.42,-0.242098,-0.242326,0.000228788,0
0.82,0.41,-0.173569,-0.173758,0.000189806,0
0.84,0.41,-0.134844,-0.135018,0.000174228,0
0.82,0.42,-0.163738,-0.163932,0.000193726,0
0.86,0.41,-0.0966816,-0.0968414,0.0001598,0
0.88,0.41,-0.0590729,-0.0592194,0.000146437,0
0.86,0.42,-0.0875754,-0.0877389,0.000163562,0
0.9,0.41,-0.0220093,-0.0221434,0.000134061,0
0.92,0.41,0.0145185,0.0143959,0.000122598,0
0.9,0.42,-0.0135557,-0.0136933,0.000137621,0
0.94,0.41,0.0505199,0.0504079,0.00011198,0
0.96,0.41,0.0860046,0.0859024,0.000102143,0
0.94,0.42,0.0583842,0.0582689,0.000115312,0
0.98,0.41,0.120982,0.120889,9.30306e-05,0
1,0.41,0.155463,0.155378,8.45878e-05,0
0.98,0.42,0.128313,0.128217,9.61255e-05,0
1.02,0.41,0.189457,0.18938,7.67653e-05,0
1.04,0.41,0.222973,0.222904,6.95171e-05,0
1.02,0.42,0.196304,0.196224,7.96237e-05,0
1.06,0.41,0.256022,0.255959,6.28008e-05,0
1.08,0.41,0.288613,0.288557,5.65774e-05,0
1.06,0.42,0.26243,0.262364,6.54295e-05,0
1.1,0.41,0.320757,0.320706,5.08106e-05,0
1.12,0.41,0.352461,0.352416,4.5467e-05,0
1.1,0.42,0.326764,0.32671,5.32203e-05,0
1.14,0.41,0.383737,0.383697,4.05158e-05,0
1.16,0.41,0.414593,0.414557,3.59285e-05,0
1.14,0.42,0.389378,0.389336,4.27199e-05,0
1.18,0.41,0.445038,0.445006,3.16786e-05,0
1.2,0.41,0.475081,0.475053,2.77418e-05,0
1.18,0.42,0.450345,0.450311,3.36913e-05,0
1.22,0.41,0.504731,0.504707,2.40956e-05,0
1.24,0.41,0.533996,0.533976,2.0719e-05,0
1.22,0.42,0.509731,0.509705,2.59315e-05,0
1.26,0.41,0.562885,0.562868,1.75926e-05,0
1.28,0.41,0.591406,0.591391,1.46987e-05,0
1.26,0.42,0.567603,0.567584,1.92663e-05,0
1.3,0.41,0.619566,0.619554,1.20205e-05,0
1.32,0.41,0.647375,0.647365,9.54261e-06,0
1.3,0.42,0.624025,0.624011,1.35457e-05,0
1.34,0.41,0.674838,0.67483,7.2508e-06,0
1.36,0.41,0.701963,0.701958,5.13177e-06,0
1.34,0.42,0.679057,0.679048,8.64078e-06,0
1.38,0.41,0.728759,0.728756,3.1732e-06,0
1.4,0.41,0.755231,0.75523,1.36364e-06,0
1.38,0.42,0.732757,0.732752,4.44016e-06,0
1.42,0.41,0.781387,0.781387,-3.07543e-07,0
1.44,0.41,0.807233,0.807235,-1.85026e-06,0
1.42,0.42,0.78518,0.785179,8.47708e-07,0
1.46,0.41,0.832775,0.832779,-3.27373e-06,0
1.48,0.41,0.858021,0.858026,-4.58651e-06,0
1.46,0.42,0.836379,0.836381,-2.21982e-06,0
1.5,0.41,0.882976,0.882982,-5.79661e-06,0
1.52,0.41,0.907647,0.907654,-6.91147e-06,0
1.5,0.42,0.886404,0.886409,-4.83461e-06,0
1.54,0.41,0.932038,0.932046,-7.93803e-06,0
1.56,0.41,0.956156,0.956165,-8.88277e-06,0
1.54,0.42,0.935302,0.935309,-7.05939e-06,0
1.58,0.41,0.980007,0.980016,-9.75176e-06,0
1.6,0.41,1.00359,1.00361,-1.05506e-05,0
1.58,0.42,0.983118,0.983127,-8.94877e-06,0
1.62,0.41,1.02693,1.02694,-1.12847e-05,0
1.64,0.41,1.05001,1.05002,-1.19588e-05,0
1.62,0.42,1.02989,1.02991,-1.05504e-05,0
1.66,0.41,1.07284,1.07285,-1.25777e-05,0
1.68,0.41,1.09543,1.09544,-1.31457e-05,0
1.66,0.42,1.07567,1.07568,-1.1906e-05,0
1.7,0.41,1.11778,1.11779,-1.36668e-05,0
1.72,0.41,1.1399,1.13991,-1.41449e-05,0
1.7,0.42,1.12049,1.1205,-1.30522e-05,0
1.74,0.41,1.16179,1.16181,-1.45836e-05,0
1.76,0.41,1.18346,1.18347,-1.49862e-05,0
1.74,0.42,1.16439,1.1644,-1.40212e-05,0
1.78,0.41,1.20491,1.20492,-1.53559e-05,0
1.8,0.41,1.22614,1.22615,-1.56957e-05,0
1.78,0.42,1.20739,1.20741,-1.48415e-05,0
1.82,0.41,1.24716,1.24718,-1.60084e-05,0
1.84,0.41,1.26797,1.26799,-1.62968e-05,0
1.82,0.42,1.24954,1.24956,-1.55385e-05,0
1.86,0.41,1.28858,1.2886,-1.65634e-05,0
1.88,0.41,1.30899,1.30901,-1.68107e-05,0
1.86,0.42,1.29087,1.29088,-1.61348e-05,0
1.9,0.41,1.3292,1.32922,-1.70409e-05,0
1.92,0.41,1.34922,1.34924,-1.72562e-05,0
1.9,0.42,1.3314,1.33142,-1.6651e-05,0
1.94,0.41,1.36905,1.36907,-1.7459e-05,0
1.96,0.41,1.3887,1.38872,-1.76511e-05,0
1.94,0.42,1.37116,1.37118,-1.71059e-05,0
1.98,0.41,1.40816,1.40818,-1.78346e-05,0
2,0.41,5.6855,1.42746,4.25804,1
1.98,0.42,1.41019,1.41021,-1.75169e-05,0
0.02,0.43,-1.68504,-1.68578,0.000739781,0
0,0.43,-6.78043,-1.68794,-5.09249,1
0.04,0.43,-1.67847,-1.67932,0.000854487,0
0.02,0.44,-1.63919,-1.6399,0.000704264,0
0.06,0.43,-1.6677,-1.66866,0.000961258,0
0.08,0.43,-1.65285,-1.65391,0.0010575,0
0.06,0.44,-1.62262,-1.62354,0.000912357,0
0.1,0.43,-1.63413,-1.63527,0.00114102,0
0.12,0.43,-1.61173,-1.61294,0.00121018,0
0.1,0.44,-1.59052,-1.5916,0.00108284,0
0.14,0.43,-1.58592,-1.58719,0.00126396,0
0.16,0.43,-1.55697,-1.55827,0.00130202,0
0.14,0.44,-1.54432,-1.54552,0.00120184,0
0.18,0.43,-1.52515,-1.52648,0.00132462,0
0.2,0.43,-1.49077,-1.4921,0.00133255,0
0.18,0.44,-1.48596,-1.48722,0.00126381,0
0.22,0.43,-1.4541,-1.45543,0.00132704,0
0.24,0.43,-1.41544,-1.41675,0.00130961,0
0.22,0.44,-1.41755,-1.41882,0.00127172,0
0.26,0.43,-1.37506,-1.37634,0.00128194,0
0.28,0.43,-1.33322,-1.33446,0.0012458,0
0.26,0.44,-1.34123,-1.34247,0.00123466,0
0.3,0.43,-1.29014,-1.29135,0.0012029,0
0.32,0.43,-1.24607,-1.24723,0.00115487,0
0.3,0.44,-1.25903,-1.26019,0.00116464,0
0.34,0.43,-1.2012,-1.20231,0.00110319,0
0.36,0.43,-1.15572,-1.15677,0.00104915,0
0.34,0.44,-1.17269,-1.17377,0.00107374,0
0.38,0.43,-1.10979,-1.11079,0.000993878,0
0.4,0.43,-1.06356,-1.0645,0.000938313,0
0.38,0.44,-1.08374,-1.08471,0.000972308,0
0.42,0.43,-1.01716,-1.01805,0.000883218,0
0.44,0.43,-0.97071,-0.971539,0.000829198,0
0.42,0.44,-0.993384,-0.994252,0.000868254,0
0.46,0.43,-0.924303,-0.925079,0.000776719,0
0.48,0.43,-0.878028,-0.878754,0.000726126,0
0.46,0.44,-0.902607,-0.903375,0.000767034,0
0.5,0.43,-0.831961,-0.832639,0.000677661,0
0.52,0.43,-0.786167,-0.786799,0.000631482,0
0.5,0.44,-0.81216,-0.812832,0.000672035,0
0.54,0.43,-0.7407,-0.741288,0.000587678,0
0.56,0.43,-0.695605,-0.696152,0.000546281,0
0.54,0.44,-0.722609,-0.723194,0.000585067,0
0.58,0.43,-0.650922,-0.65143,0.000507284,0
0.6,0.43,-0.606682,-0.607153,0.000470644,0
0.58,0.44,-0.634371,-0.634878,0.000506844,0
0.62,0.43,-0.562911,-0.563348,0.000436295,0
0.64,0.43,-0.51963,-0.520035,0.000404153,0
0.62,0.44,-0.547744,-0.548181,0.000437365,0
0.66,0.43,-0.476856,-0.47723,0.000374124,0
0.68,0.43,-0.434599,-0.434945,0.000346104,0
0.66,0.44,-0.46293,-0.463306,0.0003762,0
0.7,0.43,-0.392871,-0.393191,0.000319987,0
0.72,0.43,-0.351676,-0.351972,0.000295664,0
0.7,0.44,-0.38006,-0.380382,0.000322696,0
0.74,0.43,-0.311019,-0.311292,0.000273029,0
0.76,0.43,-0.270901,-0.271153,0.000251976,0
0.74,0.44,-0.299209,-0.299485,0.000276098,0
0.78,0.43,-0.231321,-0.231554,0.000232404,0
0.8,0.43,-0.192279,-0.192493,0.000214216,0
0.78,0.44,-0.220411,-0.220647,0.00023564,0
0.82,0.43,-0.15377,-0.153967,0.000197318,0
0.84,0.43,-0.115791,-0.115972,0.000181623,0
0.82,0.44,-0.14367,-0.14387,0.000200586,0
0.86,0.43,-0.0783352,-0.0785022,0.000167046,0
0.88,0.43,-0.0413979,-0.0415514,0.000153511,0
0.86,0.44,-0.0689655,-0.0691357,0.000170254,0
0.9,0.43,-0.00497211,-0.00511305,0.000140944,0
0.92,0.43,0.0309494,0.0308201,0.000129276,0
0.9,0.44,0.00373757,0.00359354,0.000144032,0
0.94,0.43,0.0663742,0.0662558,0.000118444,0
0.96,0.43,0.10131,0.101202,0.000108387,0
0.94,0.44,0.0744865,0.0743651,0.000121375,0
0.98,0.43,0.135766,0.135667,9.9051e-05,0
1,0.43,0.169749,0.169658,9.0384e-05,0
0.98,0.44,0.143336,0.143234,0.000101806,0
1.02,0.43,0.203268,0.203186,8.23383e-05,0
1.04,0.43,0.236332,0.236257,7.48693e-05,0
1.02,0.44,0.210346,0.210261,8.49079e-05,0
1.06,0.43,0.268949,0.268881,6.7936e-05,0
1.08,0.43,0.301129,0.301067,6.15002e-05,0
1.06,0.44,0.275579,0.275508,7.03191e-05,0
1.1,0.43,0.332878,0.332823,5.55263e-05,0
1.12,0.43,0.364207,0.364157,4.99817e-05,0
1.1,0.44,0.339098,0.33904,5.77271e-05,0
1.14,0.43,0.395123,0.395078,4.48357e-05,0
1.16,0.43,0.425635,0.425594,4.00601e-05,0
1.14,0.44,0.400968,0.400921,4.68618e-05,0
1.18,0.43,0.45575,0.455715,3.56288e-05,0
1.2,0.43,0.485478,0.485446,3.15175e-05,0
1.18,0.44,0.461253,0.461215,3.74899e-05,0
1.22,0.43,0.514825,0.514798,2.77035e-05,0
1.24,0.43,0.543801,0.543777,2.4166e-05,0
1.22,0.44,0.520013,0.519984,2.94102e-05,0
1.26,0.43,0.572412,0.572391,2.08855e-05,0
1.28,0.43,0.600666,0.600648,1.78439e-05,0
1.26,0.44,0.57731,0.577287,2.24489e-05,0
1.3,0.43,0.62857,0.628555,1.50246e-05,0
1.32,0.43,0.656132,0.65612,1.24119e-05,0
1.3,0.44,0.633201,0.633185,1.64559e-05,0
1.34,0.43,0.683359,0.683349,9.99128e-06,0
