x,y,V,Exact,Error,Boundary
0.88,0.09,-0.245338,-0.245261,-7.68869e-05,0
0.86,0.1,-0.288285,-0.288216,-6.9151e-05,0
0.9,0.09,-0.200846,-0.200771,-7.55359e-05,0
0.92,0.09,-0.157313,-0.157239,-7.41688e-05,0
0.9,0.1,-0.198519,-0.198451,-6.77508e-05,0
0.94,0.09,-0.114698,-0.114626,-7.27942e-05,0
0.96,0.09,-0.0729647,-0.0728933,-7.14191e-05,0
0.94,0.1,-0.112563,-0.112497,-6.60778e-05,0
0.98,0.09,-0.0320768,-0.0320068,-7.00491e-05,0
1,0.09,0.00799868,0.00806737,-6.86888e-05,0
0.98,0.1,-0.0301112,-0.0300469,-6.42337e-05,0
1.02,0.09,0.0472932,0.0473606,-6.73419e-05,0
1.04,0.09,0.0858364,0.0859024,-6.60113e-05,0
1.02,0.1,0.0491088,0.049171,-6.22904e-05,0
1.06,0.09,0.123656,0.123721,-6.46993e-05,0
1.08,0.09,0.160779,0.160843,-6.34078e-05,0
1.06,0.1,0.125338,0.125398,-6.02987e-05,0
1.1,0.09,0.19723,0.197292,-6.21381e-05,0
1.12,0.09,0.233033,0.233094,-6.08912e-05,0
1.1,0.1,0.198793,0.198851,-5.82946e-05,0
1.14,0.09,0.26821,0.26827,-5.9668e-05,0
1.16,0.09,0.302783,0.302842,-5.8469e-05,0
1.14,0.1,0.269665,0.269722,-5.63033e-05,0
1.18,0.09,0.336772,0.336829,-5.72944e-05,0
1.2,0.09,0.370196,0.370252,-5.61445e-05,0
1.18,0.1,0.338131,0.338185,-5.43426e-05,0
1.22,0.09,0.403074,0.403129,-5.50193e-05,0
1.24,0.09,0.435423,0.435477,-5.39186e-05,0
1.22,0.1,0.404345,0.404398,-5.24247e-05,0
1.26,0.09,0.46726,0.467313,-5.28425e-05,0
1.28,0.09,0.4986,0.498652,-5.17905e-05,0
1.26,0.1,0.468452,0.468503,-5.0558e-05,0
1.3,0.09,0.529459,0.52951,-5.07626e-05,0
1.32,0.09,0.559852,0.559901,-4.97582e-05,0
1.3,0.1,0.53058,0.530628,-4.87481e-05,0
1.34,0.09,0.589791,0.58984,-4.87772e-05,0
1.36,0.09,0.619291,0.619339,-4.7819e-05,0
1.34,0.1,0.590846,0.590893,-4.69982e-05,0
1.38,0.09,0.648364,0.648411,-4.68833e-05,0
1.4,0.09,0.677023,0.677069,-4.59697e-05,0
1.38,0.1,0.649359,0.649404,-4.53104e-05,0
1.42,0.09,0.705278,0.705323,-4.50777e-05,0
1.44,0.09,0.733141,0.733185,-4.4207e-05,0
1.42,0.1,0.706217,0.706261,-4.36855e-05,0
1.46,0.09,0.760622,0.760666,-4.3357e-05,0
1.48,0.09,0.787733,0.787775,-4.25274e-05,0
1.46,0.1,0.761511,0.761553,-4.21235e-05,0
1.5,0.09,0.814482,0.814524,-4.17177e-05,0
1.52,0.09,0.840879,0.84092,-4.09275e-05,0
1.5,0.1,0.815324,0.815365,-4.0624e-05,0
1.54,0.09,0.866934,0.866974,-4.01563e-05,0
1.56,0.09,0.892655,0.892695,-3.94038e-05,0
1.54,0.1,0.867733,0.867773,-3.9186e-05,0
1.58,0.09,0.91805,0.918089,-3.86695e-05,0
1.6,0.09,0.943128,0.943166,-3.7953e-05,0
1.58,0.1,0.91881,0.918847,-3.78084e-05,0
1.62,0.09,0.967897,0.967934,-3.7254e-05,0
1.64,0.09,0.992363,0.9924,-3.65719e-05,0
1.62,0.1,0.968619,0.968655,-3.64896e-05,0
1.66,0.09,1.01653,1.01657,-3.59064e-05,0
1.68,0.09,1.04042,1.04045,-3.52571e-05,0
1.66,0.1,1.01722,1.01726,-3.5228e-05,0
1.7,0.09,1.06402,1.06406,-3.46237e-05,0
1.72,0.09,1.08735,1.08738,-3.40056e-05,0
1.7,0.1,1.06468,1.06471,-3.40219e-05,0
1.74,0.09,1.11041,1.11044,-3.34025e-05,0
1.76,0.09,1.13321,1.13324,-3.28141e-05,0
1.74,0.1,1.11103,1.11107,-3.28691e-05,0
1.78,0.09,1.15575,1.15578,-3.22398e-05,0
1.8,0.09,1.17804,1.17807,-3.16792e-05,0
1.78,0.1,1.15635,1.15638,-3.17676e-05,0
1.82,0.09,1.20008,1.20012,-3.11318e-05,0
1.84,0.09,1.22189,1.22192,-3.05972e-05,0
1.82,0.1,1.20066,1.20069,-3.07146e-05,0
1.86,0.09,1.24346,1.24349,-3.00747e-05,0
1.88,0.09,1.2648,1.26483,-2.95637e-05,0
1.86,0.1,1.24401,1.24404,-2.97069e-05,0
1.9,0.09,1.28592,1.28595,-2.90636e-05,0
1.92,0.09,1.30682,1.30685,-2.85733e-05,0
1.9,0.1,1.28645,1.28647,-2.87403e-05,0
1.94,0.09,1.3275,1.32753,-2.80919e-05,0
1.96,0.09,1.34797,1.348,-2.76181e-05,0
1.94,0.1,1.328,1.32803,-2.78089e-05,0
1.98,0.09,1.36823,1.36826,-2.71505e-05,0
2,0.09,5.52686,1.38832,4.13854,1
1.98,0.1,1.36871,1.36874,-2.69044e-05,0
0.02,0.11,-4.36772,-4.38203,0.0143107,0
0,0.11,-17.7375,-4.41455,-13.3229,1
0.04,0.11,-4.27375,-4.29036,0.0166051,0
0.02,0.12,-4.20128,-4.21313,0.0118458,0
0.06,0.11,-4.13773,-4.15409,0.0163646,0
0.08,0.11,-3.97555,-3.98998,0.0144371,0
0.06,0.12,-4.00318,-4.01738,0.0142049,0
0.1,0.11,-3.80031,-3.81218,0.0118704,0
0.12,0.11,-3.62125,-3.63061,0.0093614,0
0.1,0.12,-3.70207,-3.71317,0.0111041,0
0.14,0.11,-3.44422,-3.45144,0.00721873,0
0.16,0.11,-3.27259,-3.2781,0.00551005,0
0.14,0.12,-3.37418,-3.38139,0.00721381,0
0.18,0.11,-3.10807,-3.11227,0.00419437,0
0.2,0.11,-2.95139,-2.95459,0.00319781,0
0.18,0.12,-3.05746,-3.06187,0.00441457,0
0.22,0.11,-2.80266,-2.80511,0.00244722,0
0.24,0.11,-2.66167,-2.66355,0.00188154,0
0.22,0.12,-2.76511,-2.7678,0.00268536,0
0.26,0.11,-2.52803,-2.52949,0.00145343,0
0.28,0.11,-2.40128,-2.40241,0.00112741,0
0.26,0.12,-2.49938,-2.50104,0.0016545,0
0.3,0.11,-2.28093,-2.2818,0.000877374,0
0.32,0.11,-2.1665,-2.16718,0.000684162,0
0.3,0.12,-2.25849,-2.25953,0.00103574,0
0.34,0.11,-2.05754,-2.05807,0.000533745,0
0.36,0.11,-1.95363,-1.95404,0.0004158,0
0.34,0.12,-2.03956,-2.04022,0.000656233,0
0.38,0.11,-1.85438,-1.8547,0.000322685,0
0.4,0.11,-1.75943,-1.75968,0.000248709,0
0.38,0.12,-1.83969,-1.84011,0.000417497,0
0.42,0.11,-1.66847,-1.66866,0.000189597,0
0.44,0.11,-1.58119,-1.58134,0.000142114,0
0.42,0.12,-1.65627,-1.65653,0.000263594,0
0.46,0.11,-1.49735,-1.49745,0.000103795,0
0.48,0.11,-1.41668,-1.41675,7.27444e-05,0
0.46,0.12,-1.48706,-1.48722,0.000162181,0
0.5,0.11,-1.33898,-1.33903,4.74953e-05,0
0.52,0.11,-1.26405,-1.26408,2.69045e-05,0
0.5,0.12,-1.3302,-1.33029,9.40971e-05,0
0.54,0.11,-1.1917,-1.19171,1.00745e-05,0
0.56,0.11,-1.12178,-1.12178,-3.70345e-06,0
0.54,0.12,-1.18412,-1.18417,4.7687e-05,0
0.58,0.11,-1.05413,-1.05412,-1.49928e-05,0
0.6,0.11,-0.988617,-0.988593,-2.42439e-05,0
0.58,0.12,-1.04752,-1.04754,1.56812e-05,0
0.62,0.11,-0.925111,-0.925079,-3.18186e-05,0
0.64,0.11,-0.863499,-0.863461,-3.80095e-05,0
0.62,0.12,-0.919302,-0.919295,-6.56479e-06,0
0.66,0.11,-0.803675,-0.803632,-4.30539e-05,0
0.68,0.11,-0.745541,-0.745494,-4.71455e-05,0
0.66,0.12,-0.79853,-0.798508,-2.20838e-05,0
0.7,0.11,-0.689006,-0.688956,-5.04429e-05,0
0.72,0.11,-0.633988,-0.633935,-5.30767e-05,0
0.7,0.12,-0.684419,-0.684386,-3.28957e-05,0
0.74,0.11,-0.58041,-0.580354,-5.51546e-05,0
0.76,0.11,-0.528198,-0.528141,-5.6766e-05,0
0.74,0.12,-0.576294,-0.576253,-4.03705e-05,0
0.78,0.11,-0.477288,-0.47723,-5.79851e-05,0
0.8,0.11,-0.427616,-0.427557,-5.88738e-05,0
0.78,0.12,-0.473575,-0.47353,-4.54523e-05,0
0.82,0.11,-0.379126,-0.379067,-5.94841e-05,0
0.84,0.11,-0.331763,-0.331704,-5.98596e-05,0
0.82,0.12,-0.375761,-0.375712,-4.88018e-05,0
0.86,0.11,-0.285478,-0.285418,-6.00368e-05,0
0.88,0.11,-0.240223,-0.240163,-6.00467e-05,0
0.86,0.12,-0.282414,-0.282363,-5.08871e-05,0
0.9,0.11,-0.195953,-0.195893,-5.99154e-05,0
0.92,0.11,-0.152628,-0.152569,-5.96652e-05,0
0.9,0.12,-0.193151,-0.193099,-5.20444e-05,0
0.94,0.11,-0.110209,-0.11015,-5.93149e-05,0
0.96,0.11,-0.068659,-0.0686001,-5.88805e-05,0
0.94,0.12,-0.107638,-0.107585,-5.25173e-05,0
0.98,0.11,-0.0279436,-0.0278852,-5.83757e-05,0
1,0.11,0.0119696,0.0120274,-5.78122e-05,0
0.98,0.12,-0.0255754,-0.025523,-5.24847e-05,0
1.02,0.11,0.0511111,0.0511683,-5.72001e-05,0
1.04,0.11,0.0895099,0.0895664,-5.65478e-05,0
1.02,0.12,0.0532991,0.0533512,-5.20787e-05,0
1.06,0.11,0.127193,0.127249,-5.58627e-05,0
1.08,0.11,0.164187,0.164242,-5.51513e-05,0
1.06,0.12,0.129221,0.129272,-5.13978e-05,0
1.1,0.11,0.200516,0.200571,-5.44189e-05,0
1.12,0.11,0.236204,0.236257,-5.36702e-05,0
1.1,0.12,0.2024,0.202451,-5.05164e-05,0
1.14,0.11,0.271271,0.271324,-5.29092e-05,0
1.16,0.11,0.30574,0.305792,-5.21395e-05,0
1.14,0.12,0.273026,0.273076,-4.94904e-05,0
1.18,0.11,0.33963,0.339681,-5.1364e-05,0
1.2,0.11,0.37296,0.373011,-5.05854e-05,0
1.18,0.12,0.341269,0.341318,-4.83626e-05,0
1.22,0.11,0.405749,0.405798,-4.98058e-05,0
1.24,0.11,0.438012,0.438061,-4.90273e-05,0
1.22,0.12,0.407283,0.40733,-4.71659e-05,0
1.26,0.11,0.469768,0.469816,-4.82514e-05,0
1.28,0.11,0.501031,0.501078,-4.74797e-05,0
1.26,0.12,0.471207,0.471253,-4.59254e-05,0
1.3,0.11,0.531816,0.531863,-4.67133e-05,0
1.32,0.11,0.562138,0.562184,-4.59533e-05,0
1.3,0.12,0.533168,0.533213,-4.46606e-05,0
1.34,0.11,0.59201,0.592055,-4.52007e-05,0
1.36,0.11,0.621446,0.62149,-4.44562e-05,0
1.34,0.12,0.593283,0.593327,-4.33867e-05,0
1.38,0.11,0.650457,0.650501,-4.37205e-05,0
1.4,0.11,0.679056,0.679099,-4.29941e-05,0
1.38,0.12,0.651658,0.6517,-4.21153e-05,0
1.42,0.11,0.707254,0.707297,-4.22776e-05,0
1.44,0.11,0.735063,0.735105,-4.15713e-05,0
1.42,0.12,0.708389,0.70843,-4.08556e-05,0
1.46,0.11,0.762492,0.762533,-4.08757e-05,0
1.48,0.11,0.789553,0.789593,-4.01908e-05,0
1.46,0.12,0.763566,0.763606,-3.96147e-05,0
1.5,0.11,0.816254,0.816294,-3.95171e-05,0
1.52,0.11,0.842605,0.842644,-3.88546e-05,0
1.5,0.12,0.817271,0.81731,-3.83979e-05,0
1.54,0.11,0.868616,0.868654,-3.82035e-05,0
1.56,0.11,0.894294,0.894331,-3.75639e-05,0
1.54,0.12,0.869581,0.869618,-3.72096e-05,0
1.58,0.11,0.919648,0.919685,-3.69359e-05,0
1.6,0.11,0.944686,0.944723,-3.63194e-05,0
1.58,0.12,0.920565,0.920601,-3.60528e-05,0
1.62,0.11,0.969417,0.969452,-3.57146e-05,0
1.64,0.11,0.993846,0.993881,-3.51214e-05,0
1.62,0.12,0.970289,0.970324,-3.49299e-05,0
1.66,0.11,1.01798,1.01802,-3.45398e-05,0
1.68,0.11,1.04183,1.04187,-3.39697e-05,0
1.66,0.12,1.01881,1.01885,-3.38424e-05,0
1.7,0.11,1.0654,1.06543,-3.3411e-05,0
1.72,0.11,1.0887,1.08873,-3.28635e-05,0
1.7,0.12,1.06619,1.06623,-3.27915e-05,0
1.74,0.11,1.11173,1.11176,-3.23273e-05,0
1.76,0.11,1.13449,1.13453,-3.1802e-05,0
1.74,0.12,1.11248,1.11252,-3.17774e-05,0
1.78,0.11,1.15701,1.15704,-3.12876e-05,0
1.8,0.11,1.17927,1.1793,-3.07837e-05,0
1.78,0.12,1.15773,1.15776,-3.08001e-05,0
1.82,0.11,1.20129,1.20132,-3.02901e-05,0
1.84,0.11,1.22307,1.2231,-2.98065e-05,0
1.82,0.12,1.20198,1.20201,-2.98588e-05,0
1.86,0.11,1.24462,1.24464,-2.93325e-05,0
1.88,0.11,1.26593,1.26596,-2.88675e-05,0
1.86,0.12,1.24528,1.24531,-2.89517e-05,0
1.9,0.11,1.28703,1.28705,-2.84111e-05,0
1.92,0.11,1.3079,1.30793,-2.79624e-05,0
1.9,0.12,1.28766,1.28769,-2.80762e-05,0
1.94,0.11,1.32856,1.32859,-2.75208e-05,0
1.96,0.11,1.34901,1.34903,-2.70851e-05,0
1.94,0.12,1.32917,1.32919,-2.72278e-05,0
1.98,0.11,1.36925,1.36928,-2.66542e-05,0
2,0.11,5.53095,1.38931,4.14163,1
1.98,0.12,1.36983,1.36986,-2.64e-05,0
0.02,0.13,-4.0471,-4.05705,0.00994707,0
0,0.13,-16.3952,-4.08044,-12.3147,1
0.04,0.13,-3.97812,-3.98998,0.0118621,0
0.02,0.14,-3.90356,-3.91202,0.00845802,0
0.06,0.13,-3.87497,-3.88733,0.0123616,0
0.08,0.13,-3.74763,-3.7593,0.0116749,0
0.06,0.14,-3.75281,-3.7636,0.0107971,0
0.1,0.13,-3.60534,-3.61563,0.0102929,0
0.12,0.13,-3.45547,-3.46414,0.00866823,0
0.1,0.14,-3.5105,-3.51998,0.00948269,0
0.14,0.13,-3.30335,-3.31044,0.00709254,0
0.16,0.13,-3.15254,-3.15825,0.00570622,0
0.14,0.14,-3.23219,-3.23908,0.00688677,0
0.18,0.13,-3.00528,-3.00983,0.00455095,0
0.2,0.13,-2.86284,-2.86646,0.00361726,0
0.18,0.14,-2.9519,-2.95651,0.00461536,0
0.22,0.13,-2.72589,-2.72876,0.00287505,0
0.24,0.13,-2.59467,-2.59696,0.00228967,0
0.22,0.14,-2.68523,-2.68825,0.00301924,0
0.26,0.13,-2.46917,-2.471,0.00182908,0
0.28,0.13,-2.34926,-2.35073,0.0014663,0
0.26,0.14,-2.43757,-2.43955,0.00197724,0
0.3,0.13,-2.23468,-2.23586,0.00117966,0
0.32,0.13,-2.12516,-2.12611,0.000952174,0
0.3,0.14,-2.20961,-2.21092,0.0013085,0
0.34,0.13,-2.0204,-2.02117,0.000770707,0
0.36,0.13,-1.9201,-1.92073,0.000625158,0
0.34,0.14,-2.00012,-2.001,0.000876511,0
0.38,0.13,-1.82398,-1.82449,0.00050777,0
0.4,0.13,-1.73176,-1.73217,0.000412574,0
0.38,0.14,-1.8073,-1.80789,0.000592973,0
0.42,0.13,-1.64318,-1.64351,0.000334967,0
0.44,0.13,-1.558,-1.55827,0.000271377,0
0.42,0.14,-1.62924,-1.62964,0.000403319,0
0.46,0.13,-1.476,-1.47622,0.000219025,0
0.48,0.13,-1.39698,-1.39715,0.000175731,0
0.46,0.14,-1.4642,-1.46447,0.000274036,0
0.5,0.13,-1.32074,-1.32088,0.000139781,0
0.52,0.13,-1.24712,-1.24723,0.000109816,0
0.5,0.14,-1.31063,-1.31082,0.000184338,0
0.54,0.13,-1.17595,-1.17603,8.47516e-05,0
0.56,0.13,-1.10708,-1.10715,6.37224e-05,0
0.54,0.14,-1.1672,-1.16732,0.000121115,0
0.58,0.13,-1.04039,-1.04044,4.60298e-05,0
0.6,0.13,-0.975744,-0.975775,3.11087e-05,0
0.58,0.14,-1.03275,-1.03282,7.59402e-05,0
0.62,0.13,-0.913028,-0.913046,1.84994e-05,0
0.64,0.13,-0.852135,-0.852143,7.82612e-06,0
0.62,0.14,-0.906297,-0.90634,4.32898e-05,0
0.66,0.13,-0.792969,-0.792968,-1.21958e-06,0
0.68,0.13,-0.735437,-0.735429,-8.89218e-06,0
0.66,0.14,-0.786999,-0.787018,1.94753e-05,0
0.7,0.13,-0.679457,-0.679442,-1.54024e-05,0
0.72,0.13,-0.624949,-0.624928,-2.09256e-05,0
0.7,0.14,-0.674127,-0.674129,1.98849e-06,0
0.74,0.13,-0.571841,-0.571815,-2.5608e-05,0
0.76,0.13,-0.520064,-0.520035,-2.95723e-05,0
0.74,0.14,-0.567054,-0.567043,-1.09047e-05,0
0.78,0.13,-0.469557,-0.469524,-3.29215e-05,0
0.8,0.13,-0.420259,-0.420223,-3.57426e-05,0
0.78,0.14,-0.465236,-0.465215,-2.04217e-05,0
0.82,0.13,-0.372117,-0.372079,-3.81094e-05,0
0.84,0.13,-0.325078,-0.325038,-4.00842e-05,0
0.82,0.14,-0.368197,-0.368169,-2.74298e-05,0
0.86,0.13,-0.279094,-0.279053,-4.17204e-05,0
0.88,0.13,-0.234121,-0.234078,-4.30634e-05,0
0.86,0.14,-0.275523,-0.27549,-3.25548e-05,0
0.9,0.13,-0.190116,-0.190072,-4.41524e-05,0
0.92,0.13,-0.147038,-0.146993,-4.50206e-05,0
0.9,0.14,-0.186848,-0.186812,-3.62541e-05,0
0.94,0.13,-0.104851,-0.104805,-4.5697e-05,0
0.96,0.13,-0.0635186,-0.0634724,-4.62064e-05,0
0.94,0.14,-0.10185,-0.101811,-3.88658e-05,0
0.98,0.13,-0.0230082,-0.0229616,-4.65704e-05,0
1,0.13,0.016712,0.0167588,-4.68076e-05,0
0.98,0.14,-0.0202433,-0.0202027,-4.06426e-05,0
1.02,0.13,0.0556716,0.0557185,-4.69342e-05,0
1.04,0.13,0.0938986,0.0939456,-4.69645e-05,0
1.02,0.14,0.0582271,0.0582689,-4.17748e-05,0
1.06,0.13,0.13142,0.131467,-4.69106e-05,0
1.08,0.13,0.16826,0.168307,-4.67835e-05,0
1.06,0.14,0.133789,0.133831,-4.24078e-05,0
1.1,0.13,0.204444,0.204491,-4.65926e-05,0
1.12,0.13,0.239994,0.24004,-4.63461e-05,0
1.1,0.14,0.206646,0.206689,-4.26531e-05,0
1.14,0.13,0.274931,0.274977,-4.60514e-05,0
1.16,0.13,0.309276,0.309321,-4.57149e-05,0
1.14,0.14,0.276983,0.277025,-4.2597e-05,0
1.18,0.13,0.343048,0.343093,-4.53423e-05,0
1.2,0.13,0.376266,0.376311,-4.49386e-05,0
1.18,0.14,0.344965,0.345007,-4.2307e-05,0
1.22,0.13,0.408948,0.408992,-4.45082e-05,0
1.24,0.13,0.44111,0.441154,-4.40551e-05,0
1.22,0.14,0.410742,0.410784,-4.18361e-05,0
1.26,0.13,0.472769,0.472812,-4.35828e-05,0
1.28,0.13,0.503939,0.503982,-4.30943e-05,0
1.26,0.14,0.474452,0.474494,-4.12264e-05,0
1.3,0.13,0.534636,0.534679,-4.25925e-05,0
1.32,0.13,0.564874,0.564916,-4.20797e-05,0
1.3,0.14,0.536219,0.536259,-4.05112e-05,0
1.34,0.13,0.594666,0.594707,-4.15582e-05,0
1.36,0.13,0.624024,0.624065,-4.10299e-05,0
1.34,0.14,0.596156,0.596196,-3.97173e-05,0
1.38,0.13,0.652962,0.653002,-4.04966e-05,0
1.4,0.13,0.68149,0.68153,-3.99598e-05,0
1.38,0.14,0.654367,0.654406,-3.88662e-05,0
1.42,0.13,0.709621,0.70966,-3.9421e-05,0
1.44,0.13,0.737364,0.737403,-3.88813e-05,0
1.42,0.14,0.710949,0.710987,-3.79753e-05,0
1.46,0.13,0.764732,0.76477,-3.83419e-05,0
1.48,0.13,0.791732,0.79177,-3.78037e-05,0
1.46,0.14,0.765989,0.766026,-3.70586e-05,0
1.5,0.13,0.818376,0.818413,-3.72678e-05,0
1.52,0.13,0.844672,0.844709,-3.67347e-05,0
1.5,0.14,0.819567,0.819604,-3.61277e-05,0
1.54,0.13,0.870629,0.870666,-3.62054e-05,0
1.56,0.13,0.896256,0.896292,-3.56803e-05,0
1.54,0.14,0.87176,0.871795,-3.51918e-05,0
1.58,0.13,0.921561,0.921597,-3.51601e-05,0
1.6,0.13,0.946552,0.946587,-3.46452e-05,0
1.58,0.14,0.922636,0.92267,-3.42585e-05,0
1.62,0.13,0.971237,0.971271,-3.4136e-05,0
1.64,0.13,0.995623,0.995656,-3.3633e-05,0
1.62,0.14,0.97226,0.972293,-3.33338e-05,0
1.66,0.13,1.01972,1.01975,-3.31365e-05,0
1.68,0.13,1.04352,1.04356,-3.26468e-05,0
1.66,0.14,1.02069,1.02072,-3.24227e-05,0
1.7,0.13,1.06706,1.06709,-3.2164e-05,0
1.72,0.13,1.09031,1.09034,-3.16884e-05,0
1.7,0.14,1.06798,1.06802,-3.15291e-05,0
1.74,0.13,1.11331,1.11334,-3.12201e-05,0
1.76,0.13,1.13604,1.13607,-3.07591e-05,0
1.74,0.14,1.11419,1.11422,-3.06557e-05,0
1.78,0.13,1.15852,1.15855,-3.03057e-05,0
1.8,0.13,1.18075,1.18078,-2.98596e-05,0
1.78,0.14,1.15936,1.15939,-2.98046e-05,0
1.82,0.13,1.20273,1.20276,-2.94209e-05,0
1.84,0.13,1.22448,1.22451,-2.89894e-05,0
1.82,0.14,1.20354,1.20357,-2.89769e-05,0
1.86,0.13,1.246,1.24603,-2.8565e-05,0
1.88,0.13,1.26729,1.26731,-2.81473e-05,0
1.86,0.14,1.24677,1.2468,-2.81726e-05,0
1.9,0.13,1.28835,1.28838,-2.77359e-05,0
1.92,0.13,1.3092,1.30922,-2.73303e-05,0
1.9,0.14,1.2891,1.28912,-2.73905e-05,0
1.94,0.13,1.32983,1.32986,-2.693e-05,0
1.96,0.13,1.35025,1.35028,-2.65342e-05,0
1.94,0.14,1.33054,1.33057,-2.66278e-05,0
1.98,0.13,1.37047,1.3705,-2.61419e-05,0
2,0.13,5.53583,1.39051,4.14532,1
1.98,0.14,1.37115,1.37118,-2.588e-05,0
0.02,0.15,-3.76935,-3.77662,0.0072714,0
0,0.15,-15.2444,-3.79424,-11.4502,1
0.04,0.15,-3.71676,-3.72554,0.00877933,0
0.02,0.16,-3.64335,-3.64966,0.00631219,0
0.06,0.15,-3.63635,-3.64582,0.00947105,0
0.08,0.15,-3.53454,-3.54391,0.00937447,0
0.06,0.16,-3.52524,-3.53359,0.00834606,0
0.1,0.15,-3.41781,-3.42652,0.00870208,0
0.12,0.15,-3.29183,-3.29954,0.00771369,0
0.1,0.16,-3.32744,-3.33541,0.00796741,0
0.14,0.15,-3.16108,-3.16771,0.00662297,0
0.16,0.15,-3.02891,-3.03447,0.00556787,0
0.14,0.16,-3.09034,-3.09666,0.00632235,0
0.18,0.15,-2.89762,-2.90224,0.00461971,0
0.2,0.15,-2.76878,-2.77259,0.00380437,0
0.18,0.16,-2.84274,-2.84731,0.00457532,0
0.22,0.15,-2.64336,-2.64648,0.00312173,0
0.24,0.15,-2.52192,-2.52448,0.00255919,0
0.22,0.16,-2.6005,-2.60369,0.00318688,0
0.26,0.15,-2.40474,-2.40684,0.00209967,0
0.28,0.15,-2.2919,-2.29363,0.00172583,0
0.26,0.16,-2.37081,-2.37301,0.00219759,0
0.3,0.15,-2.18338,-2.1848,0.001422,0
0.32,0.15,-2.07907,-2.08024,0.0011748,0
0.3,0.16,-2.1561,-2.15762,0.00152024,0
0.34,0.15,-1.9788,-1.97978,0.000973187,0
0.36,0.15,-1.88241,-1.88322,0.000808204,0
0.34,0.16,-1.95652,-1.95758,0.00106046,0
0.38,0.15,-1.78969,-1.79036,0.000672681,0
0.4,0.15,-1.70044,-1.70101,0.000560899,0
0.38,0.16,-1.77121,-1.77196,0.000746572,0
0.42,0.15,-1.61448,-1.61495,0.000468309,0
0.44,0.15,-1.53162,-1.53201,0.000391291,0
0.42,0.16,-1.59896,-1.59949,0.000529656,0
0.46,0.15,-1.45168,-1.45201,0.000326957,0
0.48,0.15,-1.37449,-1.37476,0.000273002,0
0.46,0.16,-1.43847,-1.43885,0.000377562,0
0.5,0.15,-1.29989,-1.30012,0.000227575,0
0.52,0.15,-1.22773,-1.22792,0.000189187,0
0.5,0.16,-1.28854,-1.2888,0.000269318,0
0.54,0.15,-1.15789,-1.15804,0.000156635,0
0.56,0.15,-1.09022,-1.09035,0.000128939,0
0.54,0.16,-1.14803,-1.14822,0.000191177,0
0.58,0.15,-1.02461,-1.02471,0.000105305,0
0.6,0.15,-0.960942,-0.961027,8.50794e-05,0
0.58,0.16,-1.01598,-1.01611,0.000134024,0
0.62,0.15,-0.89912,-0.899188,6.77258e-05,0
0.64,0.15,-0.839045,-0.839098,5.28016e-05,0
0.62,0.16,-0.891506,-0.891598,9.17303e-05,0
0.66,0.15,-0.780628,-0.780668,3.99395e-05,0
0.68,0.15,-0.723784,-0.723813,2.88341e-05,0
0.66,0.16,-0.773863,-0.773923,6.01138e-05,0
0.7,0.15,-0.668435,-0.668455,1.92299e-05,0
0.72,0.15,-0.61451,-0.614521,1.09129e-05,0
0.7,0.16,-0.662388,-0.662424,3.6276e-05,0
0.74,0.15,-0.56194,-0.561943,3.70297e-06,0
0.76,0.15,-0.510662,-0.510659,-2.55223e-06,0
0.74,0.16,-0.556502,-0.556521,1.81791e-05,0
0.78,0.15,-0.460616,-0.460608,-7.98165e-06,0
0.8,0.15,-0.411747,-0.411735,-1.2695e-05,0
0.78,0.16,-0.455702,-0.455706,4.37044e-06,0
0.82,0.15,-0.364004,-0.363987,-1.67858e-05,0
0.84,0.15,-0.317337,-0.317317,-2.0334e-05,0
0.82,0.16,-0.359542,-0.359536,-6.1998e-06,0
0.86,0.15,-0.271701,-0.271677,-2.34085e-05,0
0.88,0.15,-0.227052,-0.227026,-2.60682e-05,0
0.86,0.16,-0.267632,-0.267618,-1.42995e-05,0
0.9,0.15,-0.18335,-0.183322,-2.83642e-05,0
0.92,0.15,-0.140558,-0.140527,-3.03406e-05,0
0.9,0.16,-0.179626,-0.179605,-2.04973e-05,0
0.94,0.15,-0.0986376,-0.0986056,-3.20357e-05,0
0.96,0.15,-0.0575567,-0.0575232,-3.34828e-05,0
0.94,0.16,-0.0952154,-0.0951902,-2.52185e-05,0
0.98,0.15,-0.0172826,-0.0172479,-3.47109e-05,0
1,0.15,0.0222149,0.0222506,-3.57454e-05,0
0.98,0.16,-0.0141277,-0.0140989,-2.87852e-05,0
1.02,0.15,0.0609644,0.061001,-3.66084e-05,0
1.04,0.15,0.0989932,0.0990305,-3.73196e-05,0
1.02,0.16,0.0638819,0.0639133,-3.14431e-05,0
1.06,0.15,0.136327,0.136365,-3.7896e-05,0
1.08,0.15,0.17299,0.173029,-3.83528e-05,0
1.06,0.16,0.139033,0.139066,-3.33819e-05,0
1.1,0.15,0.209006,0.209045,-3.87034e-05,0
1.12,0.15,0.244396,0.244435,-3.89595e-05,0
1.1,0.16,0.211522,0.211557,-3.47491e-05,0
1.14,0.15,0.279182,0.279221,-3.91317e-05,0
1.16,0.15,0.313384,0.313423,-3.92293e-05,0
1.14,0.16,0.281528,0.281563,-3.56604e-05,0
1.18,0.15,0.34702,0.347059,-3.92606e-05,0
1.2,0.15,0.380108,0.380147,-3.92329e-05,0
1.18,0.16,0.349211,0.349247,-3.62071e-05,0
